Wall time,Step,Value
1666282470.4666204,11721,0.06285753846168518
1666282496.530342,11741,0.05671479552984238
1666282625.5411582,11841,0.043778907507658005
1666282651.3665469,11861,0.07319197058677673
1666282960.4023054,12041,0.07257334887981415
1666283129.4156394,12161,0.054935045540332794
1666283180.5002394,12201,0.037353310734033585
1666283325.8759098,12301,0.05098967254161835
1666283457.079426,12401,0.036391474306583405
1666283509.7623272,12441,0.08468110114336014
1666283862.5059505,12681,0.10221251845359802
1666284045.7039523,12821,0.06081975996494293
1666284071.5285962,12841,0.05303085595369339
1666284137.7945762,12881,0.04402358829975128
1666284163.6241367,12901,0.08500663936138153
1666284189.1809309,12921,0.06488985568284988
1666284215.351289,12941,0.061886079609394073
1666284266.8698127,12981,0.06164771318435669
1666284352.5473526,13041,0.046164605766534805
1666284470.460553,13121,0.04267726093530655
1666284600.8454237,13221,0.05043100193142891
1666284692.461541,13281,0.062137383967638016
1666284796.795701,13361,0.06415373831987381
1666284875.720338,13421,0.04555994272232056
1666284916.2278428,13441,0.053369201719760895
1666284967.8660698,13481,0.09565182030200958
1666284997.9011,13501,0.06321676075458527
1666285079.5531874,13561,0.08068354427814484
1666285105.2886572,13581,0.04529824107885361
1666285198.3536713,13641,0.04547187685966492
1666285224.1429985,13661,0.0658443421125412
1666285354.3087342,13761,0.046513404697179794
1666285381.0339253,13781,0.06795570254325867
1666285577.200871,13921,0.09453552961349487
1666285654.8210237,13981,0.03920320048928261
1666285784.0499363,14061,0.07320817559957504
1666285861.8170445,14121,0.057468973100185394
1666285912.9720893,14161,0.06732616573572159
1666285964.7054532,14201,0.05657888203859329
1666286082.0698583,14281,0.041878025978803635
1666286185.0097697,14361,0.061091553419828415
1666286277.2150803,14421,0.04575568065047264
1666286303.329467,14441,0.05631154775619507
1666286329.6962106,14461,0.055541686713695526
1666286533.8242223,14601,0.05919845774769783
1666286690.8001473,14721,0.051699452102184296
1666286743.1373723,14761,0.0346393883228302
1666286768.8363988,14781,0.030275089666247368
1666286887.9848454,14861,0.0960921198129654
1666286992.5386882,14941,0.046383555978536606
1666287092.4068072,15001,0.05411487817764282
1666287120.9272768,15021,0.04728979989886284
1666287146.0446272,15041,0.06642211973667145
1666287198.9817407,15081,0.045773498713970184
1666287251.0747929,15121,0.07373728603124619
1666287498.721319,15301,0.05046432837843895
1666287524.5369735,15321,0.05906962603330612
1666287615.410678,15381,0.03554182127118111
1666287640.830425,15401,0.037123698741197586
1666287667.174116,15421,0.04744746536016464
1666287719.531016,15461,0.05246447026729584
1666287745.6838074,15481,0.03758275508880615
1666287926.0548825,15601,0.054729707539081573
1666288029.4754908,15681,0.07340455055236816
1666288055.262903,15701,0.043060071766376495
1666288107.6090314,15741,0.07717233896255493
1666288174.5294504,15781,0.0366656631231308
1666288252.15872,15841,0.0377330556511879
1666288278.978173,15861,0.06323448568582535
1666288305.1461287,15881,0.04476208984851837
1666288330.1153946,15901,0.049024611711502075
1666288477.7795765,15961,0.05985913425683975
1666288590.395964,16041,0.0433507040143013
1666288733.0089002,16141,0.03861502185463905
1666288759.612372,16161,0.05061513930559158
1666288785.8258877,16181,0.06115123629570007
1666288941.9492183,16301,0.037929609417915344
1666289111.0877717,16421,0.0428193174302578
1666289218.2378473,16501,0.036101266741752625
1666289312.8732622,16561,0.03218594938516617
1666289417.0533242,16641,0.05175674706697464
1666289536.1292455,16721,0.07781339436769485
1666289589.6903617,16761,0.03186692297458649
1666289720.0037565,16861,0.07429379969835281
1666289811.2005026,16921,0.05991292744874954
1666290396.107757,17341,0.04890654236078262
1666290448.7554965,17381,0.04980703070759773
1666290475.2970858,17401,0.03725569322705269
1666290596.0176444,17481,0.038067776709795
1666290656.4835398,17521,0.11081831157207489
1666290762.1144333,17601,0.05163547396659851
1666290814.146039,17641,0.05325936898589134
1666290880.8623295,17681,0.043844856321811676
1666291037.8595772,17801,0.03661797195672989
1666291209.8962398,17921,0.043776098638772964
1666291321.371348,18001,0.07618449628353119
1666291567.9496322,18141,0.05092594400048256
1666291594.0097067,18161,0.0347827784717083
1666291620.3499587,18181,0.03897050768136978
1666291646.0570564,18201,0.03492844104766846
1666291789.8719444,18301,0.04443585127592087
1666291842.2241278,18341,0.037182848900556564
1666291921.1070213,18401,0.04223516955971718
1666291947.0311754,18421,0.05789211764931679
1666292012.4878967,18461,0.07299254089593887
1666292234.886241,18621,0.03260635957121849
1666292275.6571262,18641,0.035466261208057404
1666292352.2675202,18701,0.06032605096697807
1666292546.9456556,18841,0.06751523166894913
1666292624.7039783,18901,0.05696427449584007
1666292881.7131693,19081,0.029991336166858673
1666292934.5707607,19121,0.08714175224304199
1666292960.2326546,19141,0.06224227696657181
1666292985.7847972,19161,0.03717895224690437
1666293077.4564972,19221,0.04300040751695633
1666293103.0423477,19241,0.033913228660821915
1666293207.476479,19321,0.07216707617044449
1666293351.7571106,19421,0.06100793927907944
1666293377.4763181,19441,0.026412799954414368
1666293493.768563,19521,0.035894688218832016
1666293519.2843933,19541,0.0431976318359375
1666293545.3793154,19561,0.05992824584245682
1666293570.4924498,19581,0.050821077078580856
1666293688.4638243,19661,0.058599382638931274
1666293713.6774218,19681,0.03121035359799862
1666293792.4899385,19741,0.03645068407058716
1666293818.7446284,19761,0.03453879430890083
1666294095.4974332,19921,0.044482532888650894
1666294218.4189603,20001,0.0481271967291832
1666294272.7721179,20041,0.028108522295951843
1666294325.4243066,20081,0.05414707958698273
1666294351.2989829,20101,0.05304371565580368
1666294548.574596,20241,0.04094235971570015
1666294574.9465373,20261,0.04467257484793663
1666294601.5944707,20281,0.061206553131341934
1666294680.8785539,20341,0.07548686861991882
1666294907.820672,20501,0.09718814492225647
1666294961.7713866,20541,0.06830956041812897
1666295078.9852452,20621,0.04908958077430725
1666295104.743643,20641,0.04273131117224693
1666295181.782624,20701,0.03817914053797722
1666295248.0389462,20741,0.03276429325342178
1666295431.3624535,20881,0.11027276515960693
1666295741.7561936,21101,0.03417579457163811
1666295806.914781,21141,0.05754050239920616
1666295963.2792377,21261,0.05786488577723503
1666295989.9058986,21281,0.035629525780677795
1666296054.7892823,21321,0.0426868312060833
1666296107.3363156,21361,0.024462204426527023
1666296211.120228,21441,0.07468556612730026
1666296335.7601304,21521,0.05356943979859352
1666296387.2723446,21561,0.04099376127123833
1666296516.9566998,21661,0.03136005252599716
1666296542.7969213,21681,0.04744488373398781
1666296582.9886308,21701,0.04230264201760292
1666296789.607711,21861,0.05892051011323929
1666296956.939813,21981,0.054280538111925125
1666297070.5667336,22061,0.04067320004105568
1666297109.9627802,22081,0.056296102702617645
1666297136.1976068,22101,0.044460561126470566
1666297386.1253905,22281,0.04559817910194397
1666297437.4462056,22321,0.051453571766614914
1666297516.3753526,22381,0.036275140941143036
1666297694.2887542,22501,0.025252429768443108
1666297721.738873,22521,0.03550329804420471
1666297920.1540627,22661,0.030812522396445274
1666297972.5008757,22701,0.05823076516389847
1666298532.1439848,23101,0.049591753631830215
1666298558.608682,23121,0.07587331533432007
1666298584.5960772,23141,0.049818094819784164
1666298661.603825,23201,0.06027685105800629
1666298687.4106762,23221,0.034621044993400574
1666298727.9405541,23241,0.050330739468336105
1666299222.3061678,23601,0.031110698357224464
1666299314.5938141,23661,0.061229854822158813
1666299366.9005318,23701,0.0383414663374424
1666299562.5417573,23841,0.03209517151117325
1666299642.5535629,23861,0.052059922367334366
1666299797.6124141,23981,0.07463913410902023
1666299871.447252,24021,0.04571802541613579
1666300000.2178383,24121,0.03612703084945679
1666300052.068473,24161,0.05184978246688843
1666300117.7934535,24201,0.03240341693162918
1666300220.1582425,24281,0.029134733602404594
1666300492.9632,24481,0.05864372476935387
1666300725.4069893,24641,0.0630965605378151
1666300751.2724192,24661,0.03157176822423935
1666300777.063918,24681,0.04972577467560768
1666300828.0694127,24721,0.03685643896460533
1666300921.2542255,24781,0.06838251650333405
1666301051.7582593,24881,0.036768630146980286
1666301130.985039,24941,0.037730421870946884
1666301308.1578796,25061,0.059444840997457504
1666301360.5317225,25101,0.03244568780064583
1666301412.0830057,25141,0.03395387902855873
1666301451.823776,25161,0.05987314507365227
1666301530.1274028,25221,0.05350608006119728
1666301582.4509895,25261,0.07203135639429092
1666301659.7197082,25321,0.05734807997941971
1666301880.528574,25481,0.035399388521909714
1666302084.9532073,25621,0.061167676001787186
1666302255.964447,25741,0.04334393888711929
1666302359.9218106,25821,0.04526122659444809
1666302385.8686254,25841,0.05893103405833244
1666302412.001756,25861,0.04903949424624443
1666302438.0747676,25881,0.04965214431285858
1666302611.7302828,26001,0.05711962655186653
1666302691.8845086,26061,0.035607144236564636
1666302887.1454194,26201,0.043094437569379807
1666302939.1652086,26241,0.045645326375961304
1666303016.1912081,26301,0.04211534187197685
1666303056.2983127,26321,0.04252922907471657
1666303135.0237162,26381,0.02638920396566391
1666303315.5204034,26501,0.03953004628419876
1666303370.1516275,26541,0.029088228940963745
1666303449.1914306,26601,0.06273846328258514
1666303526.9017835,26661,0.03332456946372986
1666303552.6513453,26681,0.08351624757051468
1666303617.9072418,26721,0.05594934523105621
1666303643.3995717,26741,0.0596826933324337
1666303799.860018,26861,0.032815732061862946
1666304149.1473637,27101,0.04204590991139412
1666304447.513809,27321,0.05752420425415039
1666304551.2984917,27401,0.04767732694745064
1666304812.8068738,27581,0.04998750239610672
1666304958.0501356,27681,0.04509709030389786
1666304983.450849,27701,0.0356249138712883
1666305061.4585977,27761,0.030116405338048935
1666305087.204056,27781,0.04833031818270683
1666305139.6747975,27821,0.04483278468251228
1666305233.8489203,27841,0.027759432792663574
1666305312.1011956,27901,0.03087465465068817
1666305790.6496892,28241,0.0365883894264698
1666305817.0930343,28261,0.038102999329566956
1666305842.984818,28281,0.0454319566488266
1666305974.2937443,28381,0.031068913638591766
1666306067.2525778,28441,0.038202788680791855
1666306183.2658424,28521,0.04214799404144287
1666306209.7690468,28541,0.03605726733803749
1666306235.6713526,28561,0.040564920753240585
1666306353.5019274,28641,0.045074980705976486
1666306379.2298512,28661,0.024122335016727448
1666306456.9330406,28721,0.058330025523900986
1666306577.4672515,28801,0.02773788757622242
1666306629.4678683,28841,0.05202402547001839
1666307019.1897793,29121,0.051592424511909485
1666307268.7969868,29301,0.04670949652791023
1666307294.8042367,29321,0.035140473395586014
1666307601.9572618,29541,0.07259910553693771
1666307825.1632237,29701,0.03164933621883392
1666307851.5151486,29721,0.03689210116863251
1666307943.3241951,29781,0.038102928549051285
1666307995.662188,29821,0.041874878108501434
1666308022.2813964,29841,0.03777223825454712
1666308250.6583953,30001,0.03916793316602707
1666308280.4870734,30021,0.061670441180467606
1666308307.1282465,30041,0.05606742948293686
1666308412.938517,30121,0.03945619985461235
1666308479.2798598,30161,0.032561782747507095
1666308530.500422,30201,0.04656992852687836
1666308752.4619129,30361,0.03731842711567879
1666308884.368608,30461,0.040408603847026825
1666308910.258178,30481,0.040964916348457336
1666309008.7477155,30541,0.05261414498090744
1666309190.036761,30681,0.03501967340707779
1666309530.1030781,30921,0.048291489481925964
1666309670.5539808,31021,0.037337422370910645
1666309696.38719,31041,0.033051006495952606
1666309748.1741328,31081,0.04116023704409599
1666309773.860391,31101,0.029579665511846542
1666309945.8287175,31221,0.0403108075261116
1666310142.7988575,31361,0.05024322494864464
1666310169.8625755,31381,0.03650889918208122
1666310426.6284704,31561,0.037809956818819046
1666310528.8944912,31641,0.03010951727628708
1666310593.6712205,31681,0.04069938510656357
1666310697.5506787,31761,0.05640619248151779
1666310998.951208,31941,0.0367279052734375
1666311206.6385272,32081,0.023899251595139503
1666311232.6366322,32101,0.04970094561576843
1666311364.2545295,32201,0.04326872155070305
1666311586.9254978,32361,0.04970812797546387
1666311638.6356177,32401,0.038630228489637375
1666311842.6187003,32541,0.025089949369430542
1666311867.626059,32561,0.057093262672424316
1666311985.8912685,32641,0.041705068200826645
1666312117.5806987,32741,0.06395238637924194
1666312195.4990315,32801,0.05078129097819328
1666312262.4549627,32841,0.043000198900699615
1666312341.1209185,32901,0.07784155011177063
1666312417.6091921,32961,0.03432207554578781
1666312546.2831762,33041,0.03563222289085388
1666312754.7536628,33201,0.04451286792755127
1666312977.1950274,33361,0.04869846999645233
1666313028.3311207,33401,0.03893020376563072
1666313094.1972384,33441,0.03826786205172539
1666313181.1827686,33501,0.042651258409023285
1666313208.7767923,33521,0.03175971657037735
1666313376.6715426,33641,0.02547803893685341
1666313401.9936898,33661,0.04318632185459137
1666313623.765124,33821,0.02631281316280365
1666313702.3014197,33881,0.03940971940755844
1666313728.9499123,33901,0.05073539540171623
1666313754.6937132,33921,0.03653693199157715
1666313780.8573174,33941,0.02969457395374775
1666313833.3095293,33981,0.05345204472541809
1666313938.0889263,34041,0.06636511534452438
1666314134.2097862,34181,0.03284715861082077
1666314160.7626648,34201,0.050785332918167114
1666314341.7669246,34341,0.06923548132181168
1666314367.638917,34361,0.04601540043950081
1666314408.372987,34381,0.024676745757460594
1666314669.3169754,34561,0.04510456323623657
1666314774.5129666,34641,0.04218791052699089
1666314826.1305995,34681,0.05086921155452728
1666314851.7477906,34701,0.0292564257979393
1666314904.0907133,34741,0.03126634657382965
1666315048.915265,34841,0.06260533630847931
1666315074.6598623,34861,0.041713301092386246
1666315126.7286465,34901,0.04997846111655235
1666315153.58145,34921,0.06864555180072784
1666315178.9407313,34941,0.049749065190553665
1666315335.6902387,35041,0.06195465847849846
1666315718.9974494,35321,0.04086330160498619
1666315976.8262517,35501,0.04927387833595276
1666316149.7760625,35621,0.04456273093819618
1666316346.2778857,35761,0.04505270719528198
1666316371.6463187,35781,0.03303378075361252
1666316675.3140795,35961,0.04909037426114082
1666316883.8760653,36101,0.026415327563881874
1666317140.0522518,36261,0.050983015447854996
1666317165.3960755,36281,0.04210716485977173
1666317259.0671287,36341,0.0581003837287426
1666317453.7271457,36481,0.03131521865725517
1666317512.5562563,36521,0.038186509162187576
1666317617.3548284,36601,0.033009905368089676
1666317888.277077,36801,0.03458176925778389
1666317915.1135414,36821,0.042990103363990784
1666318007.304697,36881,0.026186127215623856
1666318137.5967727,36981,0.03828652203083038
1666318266.0888195,37061,0.03287462890148163
1666318619.6885426,37321,0.03721581771969795
1666318670.2525463,37361,0.06211065128445625
1666318696.5735967,37381,0.025195540860295296
1666318873.864,37501,0.0654234066605568
1666318902.2857935,37521,0.027285587042570114
1666318928.6961312,37541,0.02522377111017704
1666318980.5499866,37581,0.041231367737054825
1666319033.0600815,37621,0.05997603014111519
1666319373.970891,37861,0.04576582461595535
1666319630.3182564,38041,0.023771191015839577
1666319734.9187264,38121,0.03407033905386925
1666319879.9208834,38221,0.038892801851034164
1666319905.1945546,38241,0.024432536214590073
1666320036.3513706,38341,0.05586869642138481
1666320206.1719093,38461,0.03717891126871109
1666320232.022756,38481,0.04272709786891937
1666320411.0935495,38601,0.031051067635416985
1666320515.9594054,38681,0.03614550828933716
1666320567.5072064,38721,0.029206180945038795
1666320618.515215,38761,0.031045429408550262
1666320791.2154877,38881,0.04589791223406792
1666320869.5082092,38941,0.04692487046122551
1666320935.3615687,38981,0.039248935878276825
1666321024.1918643,39041,0.0574178621172905
1666321102.2537985,39101,0.03669917955994606
1666321180.9006996,39161,0.02576795592904091
1666321246.46225,39201,0.030826222151517868
1666321426.6157315,39341,0.0382654070854187
1666321493.1573339,39381,0.03451579436659813
1666321830.4358902,39621,0.026837127283215523
1666321855.9878206,39641,0.033235155045986176
1666321882.0784528,39661,0.04341273009777069
1666322327.8528128,39941,0.11150798201560974
1666322439.7824936,40021,0.04701986536383629
1666322543.9470332,40101,0.037369780242443085
1666322661.4051008,40181,0.04353414475917816
1666322687.7891998,40201,0.03923730552196503
1666322765.9780827,40261,0.0464278906583786
1666322817.3368871,40301,0.0402362123131752
1666322883.383264,40341,0.027344411239027977
1666323095.0405476,40501,0.03968186303973198
1666323165.1765652,40541,0.028135186061263084
1666323241.4765258,40601,0.03492647036910057
1666323319.2335835,40661,0.028311103582382202
1666323411.7491963,40721,0.038194816559553146
1666323463.744956,40761,0.03060242161154747
1666323541.0808535,40821,0.03515048325061798
1666323616.6501625,40881,0.03634098544716835
1666323657.4401965,40901,0.045239269733428955
1666324074.4681787,41201,0.052666302770376205
1666324272.0538104,41341,0.04266194999217987
1666324402.5007825,41441,0.028321048244833946
1666324428.911599,41461,0.056832704693078995
1666324469.1374855,41481,0.034936290234327316
1666324534.1277056,41521,0.06969324499368668
1666324560.0702405,41541,0.03373051807284355
1666324612.5623124,41581,0.03879812732338905
1666324663.7449458,41621,0.03342278674244881
1666324781.7201915,41701,0.04350873827934265
1666324886.471225,41781,0.030217228457331657
1666325029.9900844,41881,0.031047847121953964
1666325080.9344125,41921,0.0332208089530468
1666325286.8264444,42061,0.04238790646195412
1666325338.206469,42101,0.034007199108600616
1666325364.208709,42121,0.044992901384830475
1666325441.490192,42181,0.037791427224874496
1666325494.1543853,42221,0.03224331513047218
1666325612.7478456,42301,0.03603999316692352
1666325691.1199589,42361,0.02587774768471718
1666325743.9374764,42401,0.02473093941807747
1666325810.7775393,42441,0.05129530653357506
1666325836.2854156,42461,0.035263366997241974
1666326123.4240808,42661,0.03422074019908905
1666326149.7041874,42681,0.028983034193515778
1666326252.7641995,42761,0.040933217853307724
1666326344.3263774,42821,0.03887972980737686
1666326421.687408,42881,0.03713737800717354
1666326448.0336802,42901,0.024745535105466843
1666326527.69707,42961,0.045912545174360275
1666326554.6923704,42981,0.031046178191900253
1666326627.2218652,43021,0.03750702738761902
1666326756.5962765,43121,0.03286275267601013
1666326782.3048582,43141,0.026926189661026
1666326978.3700876,43281,0.052387502044439316
1666327004.8027184,43301,0.044620331376791
1666327108.9561203,43381,0.05918266624212265
1666327173.3681297,43421,0.07724031060934067
1666327225.37176,43461,0.028556715697050095
1666327341.4319465,43541,0.04056042432785034
1666327671.5297408,43741,0.025307942181825638
1666327738.1189883,43781,0.029752055183053017
1666327789.5832376,43821,0.024168003350496292
1666327816.1515121,43841,0.03187950327992439
1666327921.1289346,43921,0.032271988689899445
1666327973.4242887,43961,0.03279648348689079
1666328013.569428,43981,0.03563237935304642
1666328233.2464213,44141,0.030367260798811913
1666328351.4832923,44221,0.039038073271512985
1666328429.8061912,44281,0.04030460864305496
1666328738.8106215,44501,0.03236447274684906
1666328860.11587,44581,0.02818872593343258
1666328913.4797227,44621,0.03524883836507797
1666328992.1066077,44681,0.031814094632864
1666329044.0732174,44721,0.03899052366614342
1666329084.2006187,44741,0.043769851326942444
1666329136.2170937,44781,0.044178299605846405
1666329187.8121033,44821,0.03485015407204628
1666329213.6279652,44841,0.029056284576654434
1666329265.6848183,44881,0.03528180718421936
1666329318.0914178,44921,0.038873571902513504
1666329358.611759,44941,0.03091156668961048
1666329471.323315,45021,0.03403076156973839
1666329496.79987,45041,0.02948327735066414
1666329549.1712565,45081,0.06321287155151367
1666329641.407561,45141,0.026932140812277794
1666329771.7017007,45241,0.02331533655524254
1666330097.3601274,45481,0.02733633480966091
1666330224.3555698,45561,0.023419160395860672
1666330302.2763216,45621,0.04661795124411583
1666330497.3221745,45761,0.054132990539073944
1666330576.670742,45821,0.03482901304960251
1666330748.497518,45941,0.05661245062947273
1666330774.260823,45961,0.03334597498178482
1666330831.5007603,46001,0.03825525939464569
1666330913.6498296,46061,0.0272870734333992
1666331007.2819295,46121,0.033459778875112534
1666331033.399206,46141,0.034099992364645004
1666331060.0608678,46161,0.032184094190597534
1666331335.109963,46361,0.03363308683037758
1666331360.7372098,46381,0.037992220371961594
1666331386.6121655,46401,0.03097500465810299
1666331438.6667995,46441,0.03805060312151909
1666331792.7518046,46681,0.033512312918901443
1666331818.5844836,46701,0.03204777091741562
1666331844.6653647,46721,0.03258068859577179
1666331871.089643,46741,0.041422560811042786
1666332092.504373,46901,0.0650370642542839
1666332351.343871,47081,0.04219750687479973
1666332480.7984052,47181,0.024946246296167374
1666332703.9560256,47341,0.03894312307238579
1666332729.57983,47361,0.019130799919366837
1666332808.64602,47421,0.0308394618332386
1666333134.747828,47641,0.044206004589796066
1666333211.8599129,47701,0.02799280360341072
1666333345.2969012,47761,0.05887223780155182
1666333371.6802654,47781,0.044731322675943375
1666333397.8269699,47801,0.04493454471230507
1666333463.9250655,47841,0.032841894775629044
1666333691.9487045,48001,0.056052424013614655
1666333746.6131864,48041,0.026666853576898575
1666333799.5832741,48081,0.03060152381658554
1666333851.6783404,48121,0.037329159677028656
1666334126.6806614,48321,0.029388627037405968
1666334348.598294,48481,0.03204719349741936
1666334380.7937295,48501,0.03212347626686096
1666334525.9735165,48601,0.03945783153176308
1666334681.7797232,48721,0.03402937576174736
1666334904.9904149,48881,0.04862847924232483
1666335082.3914976,49001,0.034324102103710175
1666335111.1703012,49021,0.02119191363453865
1666335137.0861378,49041,0.030461056157946587
1666335162.9568472,49061,0.030291112139821053
1666335215.2610295,49101,0.02441377565264702
1666335357.9647825,49201,0.05462116003036499
1666335887.6430457,49581,0.04317300394177437
1666335940.3311095,49621,0.03355630859732628
1666336045.4392927,49701,0.02519349940121174
1666336071.1962316,49721,0.02890198677778244
1666336359.3252368,49921,0.03935283422470093
1666336412.0779245,49961,0.027689436450600624
1666336500.5848176,50021,0.04679293558001518
1666336526.817047,50041,0.04350936412811279
1666336552.6510947,50061,0.030115138739347458
1666336829.1493719,50261,0.04030219465494156
1666336855.1941051,50281,0.02919701486825943
1666336921.444294,50321,0.029669417068362236
1666336947.8827765,50341,0.03162383288145065
1666336999.5285032,50381,0.024446718394756317
1666337102.2077677,50461,0.04234743118286133
1666337174.9528713,50501,0.02525138296186924
1666337255.9348588,50561,0.038640011101961136
1666337307.642536,50601,0.043806854635477066
1666337360.5001235,50641,0.024261442944407463
1666337413.9575956,50681,0.034049488604068756
1666337663.0321674,50861,0.030798327177762985
1666337780.3498266,50941,0.03188559040427208
1666337894.5248806,51021,0.03128320723772049
1666337945.7096732,51061,0.026641948148608208
1666338038.7063642,51121,0.04726439714431763
1666338118.7331228,51181,0.026205873116850853
1666338290.6925957,51301,0.040288057178258896
1666338317.0178032,51321,0.03585965186357498
1666338421.850684,51401,0.044338472187519073
1666338514.1362813,51461,0.035473134368658066
1666338601.7228167,51521,0.02279791608452797
1666338655.3777764,51561,0.023652493953704834
1666338801.7200327,51661,0.045358844101428986
1666338959.7885401,51741,0.029786815866827965
1666339037.9951677,51801,0.03926417604088783
1666339064.532581,51821,0.03135848790407181
1666339105.165531,51841,0.02460755966603756
1666339131.5553014,51861,0.029297441244125366
1666339209.1412072,51921,0.029498860239982605
1666339318.0969322,52001,0.036703646183013916
1666339490.9847553,52121,0.06541234999895096
1666339517.0296562,52141,0.03745679184794426
1666339596.3068695,52201,0.02681697905063629
1666339820.1622124,52361,0.04057189077138901
1666339964.6954277,52461,0.028945308178663254
1666340051.5743191,52521,0.03025694005191326
1666340128.8553355,52581,0.029379941523075104
